-9827559.88994275,4879425.17655237,127,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,128,,AERIAL,E,Winchester Dr,77,,{9C5BC43C-0F81-4104-88C2-D21D2E45F13D}
-9827500.91079322,4879482.2965354,128,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,129,,AERIAL,E,Crescent Dr,78,,{781B76E1-64DA-4E8D-980C-0F4FD9757142}
-9827344.65405557,4879326.42182789,129,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,130,,AERIAL,E,Crescent Dr,79,,{9B25D03F-71F2-4FFE-A5B5-CD5B2D7A07B4}
-9827261.27439704,4879310.26322395,130,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,131,,AERIAL,E,Clover Ln,104,,{A926A1E3-8114-48CB-9749-E7D2D5A5B540}
-9827212.60261414,4879015.35966913,131,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,132,,AERIAL,E,Barberry Cr,80,,{0DCE3E89-1285-42C0-9031-D92E6B9EFF99}
-9827241.56562956,4879002.5908997,132,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,133,,AERIAL,E,Clover Ln,81,,{E287080F-EAFC-4E49-9684-0B45F98645BC}
-9827474.93549932,4879122.77224578,133,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,134,,AERIAL,E,Winchester Dr,82,,{79D8F1C0-B41F-40AB-863E-6FD537138F91}
-9827888.07874633,4879255.63543084,134,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,135,,AERIAL,E,Southmoor Dr,83,,{2E148E2D-A81E-4FD2-ADB8-2860B29196B6}
-9827866.05319098,4879022.80238179,135,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,136,,AERIAL,E,Rebecca Dr,86,,{5A543D12-F940-421E-8794-5A8F9178F12C}
-9827472.94369174,4879016.35706743,136,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,137,,AERIAL,E,Winchester Dr,88,,{09C2C02C-02A0-4465-B2CA-F80E15B9C57D}
-9827469.37039701,4878488.64996946,137,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,138,,AERIAL,E,Winchester Dr,90,,{FECB6E0C-E0EC-4629-A680-ADAF922B6585}
-9827866.03418516,4878388.71075483,138,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,139,,AERIAL,E,Rebecca Dr,105,,{EC018A79-D106-48F1-8E09-F125E6E10255}
-9827353.85690367,4878371.07952922,139,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,140,,AERIAL,E,Sumac Dr,106,,{21E94948-7F88-4E27-9B2B-6E421F373737}
-9827468.14288567,4878381.54089734,140,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,141,,AERIAL,E,Sumac Dr,92,,{256B1FE8-15BE-4752-8A0C-330FA59D1FDF}
-9827463.76952747,4878616.330803,141,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,142,,AERIAL,E,Branch Rd,93,,{3DD33D82-5EEB-4066-ADC5-375571EE32FD}
-9827470.30213702,4878701.40792947,142,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,143,,AERIAL,E,Winchester Dr,94,,{0C60694D-BB80-46C9-8E17-C313D8CD63EB}
-9827472.64518443,4878805.89790473,143,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,144,,AERIAL,E,Winchester Dr,95,,{23E2BD64-3339-41F3-BB46-6CA589D3EEFA}
-9827472.6325101,4878910.4501063,144,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,145,,AERIAL,E,Winchester Dr,96,,{BFB7E3F4-65CD-4774-BB34-3569E1D81AFA}
-9827869.88532456,4878917.50279356,145,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,146,,AERIAL,E,Rebecca Dr,107,,{9B6AA915-ADC5-492B-9043-21BDA028BD01}
-9827865.12787184,4878810.70361849,146,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,147,,AERIAL,E,Rebecca Dr,108,,{EAC8AC5D-47C0-4F27-A3BE-3546D3617B57}
-9827867.38264689,4878704.83378242,147,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2015,Streetname, ,D3-1,Champaign,148,,AERIAL,E,Rebecca Dr,109,,{4077C55E-E369-4179-9483-9D0C2EAE7AE3}
-9827863.44046836,4878599.50448529,148,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,149,,AERIAL,E,Branch Rd,97,,{5881ECB9-32D7-4A4A-A7B4-F77279D59136}
-9827181.55740161,4879001.63358834,149,No Outlet,"18"" X 18""", ,Unpunched Telespar,2010,Warning, ,W14-2,Champaign,150,,AERIAL,E,,110,,{E6AFCF25-0A51-4C3B-9B81-5685D878546C}
-9827881.96550234,4878358.98129353,150,No Outlet,"18"" X 18""", ,Unpunched Telespar,2010,Warning, ,W14-2,Champaign,151,,AERIAL,E,,111,,{AA8B41FB-3E90-4E0B-A82D-FCF807B54B33}
-9825370.44463516,4884472.43781777,151,No Parking,"12"" X 18""", ,Punched Telespar,2013,Parking,,R7-1,Champaign,152,,AERIAL,B,,112,,{589DCFC1-B46F-43A0-B33E-75D5EE2CFAB3}
-9825356.78457475,4885076.54953462,152,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking,,HR7-11,Champaign,153,,AERIAL,B,,113,,{EC2C52BC-701A-459A-BDD1-F830A4C3CD33}
-9825396.71717426,4885476.3387384,153,40 mph Speed Limit,"30"" X 36""",40 mph,Streetlight, ,Regulatory,,R2-1,Champaign,154,,AERIAL,B,,114,,{EC384115-A3F8-4F8D-804B-48F483093650}
-9824963.34553237,4885215.28080173,154,Stop,"30""", ,Power Pole, ,Regulatory, ,R1-1,Champaign,155,,AERIAL,B,,115,,{69A92752-D717-49D5-8CF7-6D291DACE177}
-9825357.08503436,4885448.87607084,155,Stop,"30""", ,Punched Telespar,2015,Regulatory, ,R1-1,Champaign,156,,AERIAL,B,,116,,{B7F81502-7C54-44B2-896A-29A98BD4D1E8}
-9825379.79540007,4884994.99921157,156,Stop,"30""", ,Punched Telespar,2014,Regulatory, ,R1-1,Champaign,157,,AERIAL,B,,117,,{9EB904FB-5C1C-4A37-B8A1-29E6339DB562}
-9824848.98937599,4884986.41093545,157,Streetname,"8"" X 36""", ,Punched Telespar,2019,Streetname,,D3-1,IDOT,159,,AERIAL,B,N Prospect Ave,119,,{1C46DBCA-7894-47FB-B05D-67FDE3ADA642}
-9825357.08503436,4885448.87607084,158,Streetname,"8"" X 36""", ,Punched Telespar,2015,Streetname, ,D3-1,Champaign,160,,AERIAL,B,N McKinley Ave,116,,{D4741DE3-8F87-4466-A110-400750C4C362}
-9825354.4595024,4885005.6349995,159,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2015,Streetname,,D3-1,Champaign,162,,AERIAL,B,Francis Dr,117,,{7EAA4B9D-F4A5-47D9-A604-412F50018CA3}
-9826906.71468655,4880078.93969733,160,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,163,,AERIAL,F,,120,,{CE818C18-59C3-4468-B349-42B4DC53F97A}
-9826901.10821617,4879365.25252316,161,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,164,,AERIAL,F,,121,,{FA761E65-20BC-4959-9C09-4F02D68A6ADB}
-9826906.71468655,4880078.93969733,162,35 mph Speed Limit,"24"" X 30""",,Punched Telespar, ,Regulatory, ,R2-1,Champaign,165,,AERIAL,F,,120,,{59F98D51-BD63-4EF7-A575-57BE7F17812E}
-9828140.72144472,4878209.28114098,163,35 mph Speed Limit,"24"" X 30""",,Punched Telespar, ,Regulatory, ,R2-1,Champaign,166,,AERIAL,E,,122,,{84871238-0978-431E-B952-C4B7D9C9EF88}
-9826908.88139407,4879754.52251483,164,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,167,,AERIAL,F,,123,,{DCD335B7-1D5A-42DD-9DB0-7179E3722128}
-9826910.24530653,4879644.52806051,165,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,168,,AERIAL,F,,124,,{1B928826-C787-4C94-8880-9B73E530C077}
-9826907.03738111,4879537.38393691,166,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,169,,AERIAL,F,,125,,{7231F9D4-9713-4B7F-A5CF-B32B58E933DB}
-9826902.79763559,4878969.67456689,167,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,170,,AERIAL,F,,126,,{1235B977-163A-4432-B246-951B22144B3C}
-9826905.79792283,4878709.77171555,168,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,171,,AERIAL,F,,127,,{CF4A1929-4347-4117-8884-F8174A3E30FB}
-9826899.68219035,4878572.59218221,169,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,172,,AERIAL,F,,128,,{A4B11867-9A9D-40D2-BE29-02437C113A0F}
-9827238.16696986,4878790.98138551,170,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,173,,AERIAL,E,,129,,{7E3DAED4-94C7-4C36-BD92-680BFFA937EA}
-9827213.45601732,4878804.35462613,171,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,174,,AERIAL,E,,130,,{94EE6E3A-FC2D-48A0-9629-207506975C9E}
-9827114.56693039,4878602.54869594,172,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,175,,AERIAL,E,,131,,{7DD62175-CF7B-4ADD-B3E4-2DD4BFE4E556}
-9827217.12594523,4878572.37508264,173,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,176,,AERIAL,E,,132,,{E165D569-FB46-4556-80E3-F2193F5F41F2}
-9826898.06003286,4878375.25318811,174,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,177,,AERIAL,F,,133,,{9FA07769-9C81-42CE-9B71-61DCFB0F18DE}
-9826943.80712965,4878367.63156489,175,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,178,,AERIAL,F,,134,,{2DC4C687-9A2D-422A-8940-2F663A924020}
-9826957.69964762,4878394.62769358,176,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,179,,AERIAL,E,,135,,{76EE809E-07CA-4CD0-8ACA-FEC2273217C2}
-9827214.18783419,4878361.56287319,177,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,180,,AERIAL,E,,136,,{7B837E43-AC50-479A-ADC9-3C516610AFC2}
-9827229.39863865,4878387.64827503,178,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,181,,AERIAL,E,,137,,{E87B5AB6-7776-4AC9-8720-09CE8795A949}
-9827437.69048786,4878141.99753185,179,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,182,,AERIAL,E,,138,,{48F91336-818E-47A4-9AF7-87F3515DFA04}
-9828163.77941228,4878154.42394423,180,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,183,,AERIAL,E,,139,,{460CB13E-0EF2-470D-B744-99CC4D745416}
-9828134.98221105,4878237.0125055,181,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,184,,AERIAL,E,,140,,{7ECD9DCA-6570-4D69-86EF-0FBFC727A336}
-9828170.73844838,4878223.45113925,182,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,185,,AERIAL,E,,141,,{BA18087F-6551-49A4-BCEA-79840E1E7577}
-9828952.38992661,4878549.86895326,183,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,186,,AERIAL,E,,142,,{5D57A012-7742-4EAD-A167-5291A6831821}
-9828958.40451262,4878848.32574037,184,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,187,,AERIAL,E,,143,,{9006817D-62C1-4CEB-928C-E9D2F24CF7DB}
-9828958.26372966,4878718.79519909,185,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,188,,AERIAL,E,,144,,{4C9B4091-22DF-47CA-9050-D3BBE2F6E831}
-9828225.43772284,4878555.59399486,186,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,189,,AERIAL,E,,145,,{62A54EF2-5784-4835-B20F-48AB1540FE01}
-9828189.99550188,4878570.88280131,187,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,190,,AERIAL,E,,146,,{5DE8D783-37E8-4DD6-A952-A7C052E2531B}
-9826908.88139407,4879754.52251483,188,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,191,,AERIAL,F,S Mattis Ave,123,,{90B52CC6-0EF3-4883-802D-2C3122E7AA04}
-9826910.24530653,4879644.52806051,189,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,192,,AERIAL,F,S Mattis Ave,124,,{44EBD3E2-A4AC-46EF-B2C5-5D263C9EE26A}
-9826907.03738111,4879537.38393691,190,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,193,,AERIAL,F,S Mattis Ave,125,,{F7DAE5A8-8A5D-44F3-ADD1-AF3B021A9E23}
-9826902.79763559,4878969.67456689,191,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,194,,AERIAL,F,S Mattis Ave,126,,{7F997975-D17D-42B5-8524-D62906084422}
-9826905.79792283,4878709.77171555,192,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,195,,AERIAL,F,S Mattis Ave,127,,{967C7070-4930-4DC4-B36D-62292648C329}
-9826899.68219035,4878572.59218221,193,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,196,,AERIAL,F,S Mattis Ave,128,,{7C747402-E5F2-4E8E-AC5B-5BAD79102735}
-9827233.81156679,4878701.59222151,194,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,197,,AERIAL,E,Clover Ln,147,,{F264F1DB-E6CE-4F7B-B801-ABB58BC34A2E}
-9827238.16696986,4878790.98138551,195,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,198,,AERIAL,E,Clover Ln,129,,{E257C7C9-0799-40FA-B7DE-D541D06C81CE}
-9827114.46427536,4878602.43226516,196,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,199,,AERIAL,E,Branch Rd,131,,{C82E5919-782A-4325-9890-B351BEBF08AE}
-9827238.54260957,4878895.16070342,197,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,200,,AERIAL,E,Clover Ln,148,,{FCD35120-0EBF-4A8A-906C-CB7183CFDFE8}
-9827217.12594523,4878572.37508264,198,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,201,,AERIAL,E,Branch Rd,132,,{52F6FF08-9BDA-47BC-B975-B819CD9B49C5}
-9827231.74301527,4878490.37500177,199,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,202,,AERIAL,E,Clover Ln,149,,{2937AAC6-DC72-47BD-B66F-9B49D7FD0FC7}
-9827213.79879893,4878490.22099233,200,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,203,,AERIAL,E,Clover Ct East,150,,{F8CE254D-4C2D-45E6-A7C3-DF8978588B89}
-9826898.06003286,4878375.25318811,201,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,204,,AERIAL,F,S Mattis Ave,133,,{7E6D3E08-AFF3-4003-9916-57263D80269D}
-9826943.80712965,4878367.63156489,202,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2019,Streetname, ,D3-1,Champaign,205,,AERIAL,F,Sumac Dr,134,,{ABC0FB6C-18CC-45E5-A55C-B88313CD3615}
-9826957.69964762,4878394.62769358,203,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,206,,AERIAL,E,Osage Ct,135,,{31863C1B-61BC-4EFC-8D7A-D81ECAB364AF}
-9827039.9402819,4878389.94988665,204,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,207,,AERIAL,E,Sumac Dr,151,,{A9D183E6-BD17-4ED0-BCFE-A4BF8EF84EA1}
-9827105.1340815,4878366.18477924,205,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2019,Streetname, ,D3-1,Champaign,208,,AERIAL,E,Sumac Dr,152,,{02D8EC3C-7772-4BF1-AA05-BB69B6457F9C}
-9827214.18783419,4878361.56287319,206,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,209,,AERIAL,E,Sumac Dr,136,,{84929674-2F7F-4212-9381-46C9436FE57D}
-9827194.46440664,4878203.30942838,207,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,210,,AERIAL,E,Clover Ln,153,,{3A025A20-D5E6-4FBB-B5F8-28813525D478}
-9826959.74830079,4878200.13651472,208,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2014,Streetname, ,D3-1,Champaign,211,,AERIAL,E,Osage Dr,154,,{524132E0-364B-4782-94D7-8FFE0E4B75A8}
-9827553.88496362,4878371.0833782,209,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,212,,AERIAL,E,Sumac Dr,155,,{C776BA5B-6405-405F-85F0-FA4FB979242E}
-9827656.07723828,4878367.08059037,210,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,213,,AERIAL,E,Sumac Dr,156,,{18DF43E3-8F29-4297-954B-694261462247}
-9827777.18173457,4878368.59590567,211,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,214,,AERIAL,E,Sumac Dr,157,,{5221C0FC-0CCD-4FE4-B696-9EEE496969FB}
-9827437.69048786,4878141.99753185,212,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,215,,AERIAL,E,Windsor Rd,138,,{45FECDA7-AEC4-4D6A-80D7-859B10B2FCD7}
-9828163.77941228,4878154.42394423,213,Streetname - Honorary,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,216,,AERIAL,E,Jean Driscoll Way,139,,{5C0C81E4-E09C-4B02-A5FC-8AA4849E2DAD}
-9828137.61211164,4878153.09002208,214,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,217,,AERIAL,E,Windsor Rd,158,,{D82A09B1-065F-4879-93FC-05DD0104EE34}
-9828136.32731728,4878241.25088328,215,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,218,,AERIAL,E,Scottsdale Dr,159,,{13B01548-275F-49A1-A41B-06FA767FD149}
-9828032.78768868,4878241.24781648,216,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2014,Streetname, ,D3-1,Champaign,219,,AERIAL,E,Firethorn Ln,160,,{CB2B2BAD-0043-4F16-885B-47D8989D41DF}
-9828017.75162403,4878414.15490814,217,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,220,,AERIAL,E,Firethorn Ln,161,,{F2BED76C-B953-498A-8C82-472671BC5D69}
-9828194.29727239,4878415.07908767,218,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,221,,AERIAL,E,Scottsdale Dr,162,,{2B46C825-43C3-43A1-AFE4-3527031777E6}
-9828223.96598985,4878483.43855767,219,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,222,,AERIAL,E,Scottsdale Dr,163,,{D1C6AADE-DE13-4577-955A-F7FBAC1C9017}
-9828346.51336888,4878485.83452986,220,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,223,,AERIAL,E,Valley Brook Dr,164,,{351EDF42-6E04-4D76-A033-A058AE273C6A}
-9828346.51336888,4878485.83452986,221,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,224,,AERIAL,E,Meadow Square Ln,164,,{F277937E-05C1-4005-AA3D-0723841E1469}
-9828952.38992661,4878549.86895326,222,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,225,,AERIAL,E,S Duncan Rd,142,,{32C2252D-645F-4491-B43B-3B50E0B08DAB}
-9828343.35754653,4878553.79009119,223,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,226,,AERIAL,E,Branch Rd,165,,{2556252A-D28D-4A5F-8CE2-D5D2E83AB13D}
-9828958.40451262,4878848.32574037,224,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,227,,AERIAL,E,S Duncan Rd,143,,{41C636D5-F18E-4B3C-823A-FFB180509828}
-9828958.26372966,4878718.79519909,225,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,228,,AERIAL,E,S Duncan Rd,144,,{B01A43B9-6F83-415F-B5CC-9144DEEF61A3}
-9828885.74087522,4878850.66943749,226,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,229,,AERIAL,E,Prairie Meadow Dr,166,,{B7B54E4A-3EFA-479F-AE1F-916E9D79CAD7}
-9828671.21763362,4878974.6129986,227,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,230,,AERIAL,E,Sugarbush Ln,167,,{59D2A96F-7516-47F6-98C8-078321FB6A51}
-9828665.31156096,4878853.94967794,228,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,231,,AERIAL,E,Prairie Meadow Dr,168,,{B1370DF0-097E-4658-8356-1E34613926F3}
-9828523.36950369,4878951.5089667,229,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,232,,AERIAL,E,Robeson Park Dr,169,,{EE6DCDAC-7DB4-4B70-82D3-25CB4223F766}
-9828499.41357527,4878848.08552573,230,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,233,,AERIAL,E,Doubletree Ln,170,,{61BF4451-BE1F-4BFD-917C-36DD7BDA9B11}
-9828455.15968517,4878781.05403486,231,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,234,,AERIAL,E,Prairie Meadow Dr,171,,{5C0707BE-2986-49E8-8F11-9A4EBF26606F}
-9828399.02905476,4878766.13883352,232,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,235,,AERIAL,E,Misty Meadow Pl,172,,{655878B5-8DAE-48A8-A099-0A8713796ED1}
-9828221.46555321,4878575.42557832,233,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,236,,AERIAL,E,Scottsdale Dr,173,,{3196B6A7-3ECD-46CA-B661-40DFFEDE809D}
-9828158.6496692,4878727.22220945,234,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,237,,AERIAL,E,Peppertree Pl,174,,{9DF9A409-462D-4E5D-BCE0-BF6C7C7E6FCC}
-9828049.21588689,4878871.62339879,235,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,238,,AERIAL,E,Scottsdale Dr,175,,{B478FA07-F0B9-4F38-8C84-37640EB2642C}
-9828037.48602137,4878932.07064875,236,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,239,,AERIAL,E,Scottsdale Dr,176,,{C080C4A0-8851-46BB-A0DE-20F2043822CE}
-9828215.84645508,4878961.94174469,237,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,240,,AERIAL,E,Robeson Park Dr,177,,{44AF191B-0A63-4273-A3D3-0B17AD19102C}
-9827974.91469918,4879025.90398484,238,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,241,,AERIAL,E,Scottsdale Dr,178,,{AD4A7E25-193B-4588-9ADB-DBAEF7079714}
-9828369.11309908,4879254.50825079,239,No Outlet,"18"" X 18""", ,Unpunched Telespar,2010,Warning, ,W14-2,Champaign,242,,AERIAL,E,,179,,{98E3AB32-BD55-441D-8925-F71C8A822069}
-9828002.31838213,4879236.81329562,240,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,243,,AERIAL,E,,180,,{FE3CBCD8-283C-4304-91D7-07484B686D43}
-9827984.16400448,4879522.52351906,241,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,244,,AERIAL,E,,181,,{375B1D14-2EEB-4B8D-BBBD-16CB9E5BAFED}
-9827449.08106098,4884498.50362504,242,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,245,,AERIAL,H,,182,,{702CE139-EEE9-451D-A05F-54A6C7C88E45}
-9827978.26364343,4879228.74448444,243,Stop,"30""",4-Way,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,246,,AERIAL,E,,183,,{4BC75FD2-CF7B-4C33-9999-8D548CF078BF}
-9827991.9828228,4879256.38865444,244,Stop,"30""",4-Way,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,247,,AERIAL,E,,184,,{86B4EBC2-7D28-444A-93D7-80545C93AC19}
-9828004.74161306,4879500.66168834,245,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,248,,AERIAL,E,,185,,{1C1285CF-8847-4D4D-981B-EA08960565BC}
